8918,anyway
8919,anywhere
8920,apart
3319,apologetic
3320,apologetically
3318,apologies
3325,apologise
3329,apologised
3328,apologises
3326,apologising
3321,apologist
3322,apologists
3317,apologize
3324,apologized
3323,apologizes
3327,apologizing
3316,apology
3330,appeal
3331,appealed
3332,appealing
3333,appeals
8923,appear
8924,appearance
8928,appearances
8925,appeared
8926,appearing
8927,appears
3334,apple
3335,apples
8940,applicable
8942,applicant
8943,applicants
8936,application
8937,applications
8938,applied
8939,applies
8935,apply
8941,applying
8947,appoint
8949,appointed
8950,appointing
8952,appointment
8951,appointments
8948,appoints
3344,appreciative
3346,appreciatively
3351,approval
3352,approvals
3347,approve
3350,approved
3349,approves
3348,approving
3353,approvingly
9121,are
9122,aren(|)t
8980,arguable
8981,arguably
8976,argue
8979,argued
8978,argues
8977,arguing
8983,argument
8984,arguments
8985,arm
8986,armed
3355,armies
8987,arms
3354,army
8990,around
8991,arrange
8992,arranged
8995,arrangement
8996,arrangements
8994,arranges
8993,arranging
3357,arrival
3358,arrivals
3356,arrive
3359,arrived
3360,arrives
3361,arriving
8997,art
3362,article
3363,articles
8999,artist
9000,artistic
9002,artistically
9001,artists
8998,arts
9004,as
9005,ask
9006,asked
9008,asking
9009,asks
3364,asleep
490,aspects
30,assessment
3388,assessor
3389,assessors
9010,associate
9012,associated
9011,associates
9013,associating
9017,association
9016,associations
9014,associative
9015,associatively
9028,at
10328,ate
3433,attack
3434,attacked
3437,attacker
3438,attackers
3435,attacking
3436,attacks
3439,attempt
3440,attempted
3442,attempting
3443,attempts
9029,attend
9036,attendance
9034,attendant
9035,attendants
9032,attended
9031,attending
9030,attends
9038,attention
9039,attentions
3447,attract
3450,attracted
3449,attracting
3454,attraction
3455,attractions
3451,attractive
3456,attractively
3457,attractiveness
3448,attracts
3458,audience
3459,audiences
3460,aunt
3463,auntie
3464,aunties
3461,aunts
3462,aunty
3465,Australia
3466,Australian
3467,Australians
9044,authoritatively
9045,authoritativeness
3472,average
3473,averaged
3474,averages
3475,averaging
3476,avoid
3481,avoidable
3480,avoidance
3479,avoided
3478,avoiding
3477,avoids
3484,award
3485,awarded
3486,awarding
3487,awards
9055,away
9056,awful
9057,awfully
3488,awkward
3489,awkwardly
3490,awkwardness
9060,babies
9059,baby
9062,back
9066,backbone
9063,backed
3492,background
3494,backgrounded
3495,backgrounding
3493,backgrounds
9064,backing
9065,backs
9068,backward
9067,backwards
9071,bad
9072,badly
9076,bag
9080,baggage
9077,bags
3498,bake
3500,baked
3502,baker
3505,bakeries
3503,bakers
3504,bakery
3499,bakes
3501,baking
9086,balance
9089,balanced
9088,balances
9087,balancing
9096,ball
9097,balls
3506,band
3507,banded
3508,banding
3509,bands
3510,bang
3511,banged
3512,banging
3513,bangs
9098,bank
9099,banked
9100,banker
9101,bankers
9102,banking
9103,banks
9105,bar
9107,barred
9106,bars
9110,base
9111,based
9112,baseless
9113,bases
9114,basic
9116,basically
9115,basics
9117,basing
9118,basis
3515,bath
3517,bathroom
3518,bathrooms
3516,baths
3520,batteries
3519,battery
3521,battle
3522,battled
3523,battles
3524,battling
9119,be
3527,bean
3528,beans
9138,bear
9141,bearable
9139,bearing
9143,bears
9153,beat
9157,beaten
9155,beating
9156,beatings
9154,beats
9165,beauties
9163,beautiful
9164,beautifully
9162,beauty
9170,became
9166,because
9169,become
9171,becomes
9172,becoming
9173,bed
9174,bedroom
9175,bedrooms
9179,beds
9124,been
3529,beer
3530,beers
9180,before
3531,beg
9182,began
3536,beggar
3535,beggars
3534,begged
3533,begging
9181,begin
9183,beginner
9184,beginners
9185,beginning
9186,beginnings
9187,begins
3532,begs
9188,begun
3542,behavior
3543,behavioral
3540,behaviors
3538,behaviour
3541,behavioural
3539,behaviours
9189,behind
9133,being
9195,believable
9190,believe
9191,believed
9198,believer
9199,believers
9192,believes
9193,believing
3550,bell
3551,bells
3552,belong
3553,belonged
3554,belonging
3555,belongings
3556,belongs
3557,below
3558,belt
3560,belted
3562,belting
3559,belts
3563,bend
3567,bendable
3564,bending
3566,bends
9214,beneficially
9217,benefitted
9218,benefitting
3565,bent
3569,beside
3570,besides
9222,best
9226,bet
9228,bets
9223,better
9227,betting
9229,between
3571,beyond
4392,bicyclist
4393,bicyclists
3572,bid
3575,bidder
3576,bidders
3573,bidding
3574,bids
9230,big
9231,bigger
9233,biggest
3577,bike
3579,biker
3580,bikers
3578,bikes
3581,biking
9235,bill
9236,bills
3582,bin
3584,bind
3588,binder
3587,binders
3586,binding
3585,binds
3583,bins
3591,bird
3592,birds
9239,birth
9242,birthday
9241,birthdays
9240,births
3593,biscuit
3594,biscuits
9243,bit
3595,bite
3596,bites
3597,biting
9244,bits
3598,bitten
9245,black
9249,blacken
9250,blackened
9251,blackening
9252,blackens
9246,blacker
9247,blackest
9248,blackly
9253,blackness
3599,blame
3602,blamed
3603,blameless
3604,blamelessly
3601,blames
3600,blaming
3605,blank
9261,bled
9262,bleed
9263,bleeding
9264,bleeds
3610,bless
3611,blessed
3613,blesses
3614,blessing
3615,blessings
9275,blew
3616,blind
3620,blinded
3619,blinding
3618,blindly
3621,blindness
3617,blinds
3622,block
3627,blockage
3628,blockages
3625,blocked
3624,blocking
3623,blocks
9260,blood
3631,bloom
3632,bloomed
3635,bloomer
3636,bloomers
3633,blooming
3634,blooms
9274,blow
9276,blowing
9278,blown
9277,blows
9281,blue
9288,board
9291,boards
9294,boat
9298,boatman
9299,boatmen
9295,boats
9305,bodied
9303,bodies
9304,bodily
9302,body
3637,boil
3642,boiled
3641,boiler
3640,boilers
3639,boiling
3638,boils
3643,bomb
3644,bombed
3647,bomber
3648,bombers
3645,bombing
3646,bombings
3649,bombs
3650,bone
3652,bones
3658,bonus
3659,bonuses
9306,book
3661,booked
3660,booking
3662,bookings
9308,booklet
9309,booklets
9307,books
3663,boot
3664,boots
9144,bore
3669,bored
3671,boredom
3668,bores
3667,boring
3670,boringly
9145,born
3672,borrow
3676,borrowed
3678,borrower
3679,borrowers
3673,borrows
3680,boss
3681,bosses
3682,bossy
9311,both
9312,bother
9313,bothered
9314,bothering
9315,bothers
9316,bottle
9318,bottles
9321,bottom
9322,bottoms
9400,bought
3589,bound
3684,boundaries
3683,boundary
3685,bowl
9326,box
9327,boxes
9328,boy
9330,boys
3691,bracket
3692,brackets
3693,brain
3694,brains
3695,brainy
3700,branch
3702,branched
3701,branches
3703,branching
3704,bread
9332,break
3705,breakfast
3706,breakfasts
9333,breaking
9336,breaks
3709,brick
3710,bricks
3711,bridge
3714,bridged
3712,bridges
3713,bridging
3715,bright
3716,brighten
3717,brightened
3718,brightening
3719,brightens
3720,brighter
3721,brightest
3722,brightly
3723,brightness
9350,brilliant
9351,brilliantly
9352,bring
9353,bringing
9354,brings
9356,Britain
9357,British
3724,broad
3728,broaden
3729,broadened
3730,broadening
3731,broadens
3726,broader
3727,broadest
3725,broadly
3732,brochure
3733,brochures
9337,broke
9338,broken
9360,brother
9362,brotherly
9361,brothers
9355,brought
3734,brown
3742,brush
3745,brushed
3744,brushes
3743,brushing
9365,budget
9366,budgetary
9367,budgeted
9368,budgeting
9369,budgets
9370,build
9371,builder
9372,builders
9373,building
9374,buildings
9375,builds
9376,built
3752,burn
3753,burned
3754,burning
3756,burns
3757,burnt
9378,bus
9380,buses
9393,busiest
9392,busily
9383,business
9384,businesses
9387,businesslike
9388,businessman
9385,businessmen
9389,businesswoman
9390,businesswomen
9381,busses
9391,busy
9398,but
3762,butter
3765,buttered
3767,button
3770,buttoned
3769,buttoning
3768,buttons
9399,buy
9403,buyer
9404,buyers
9401,buying
9402,buys
9409,by
11090,bye
3775,cabinet
3776,cabinets
9411,cake
9414,cakes
3777,calculate
3782,calculated
3781,calculates
3780,calculating
3783,calculation
3784,calculations
3778,calculator
3779,calculators
9415,call
9416,called
9419,caller
9420,callers
9417,calling
9418,calls
3785,calm
3789,calmed
3791,calmer
3792,calmest
3788,calming
3787,calmly
3790,calmness
3786,calms
9712,came
3793,camera
3794,cameras
3795,camp
3801,campaign
3802,campaigned
3803,campaigning
3804,campaigns
3796,camped
3799,camper
3800,campers
3797,camping
3798,camps
17514,can
9421,can(|)t
3807,cancel
3811,cancellation
3812,cancellations
3808,cancelled
3809,cancelling
3810,cancels
3813,candidate
3814,candidates
9422,cannot
3828,capital
3829,capitals
9423,car
9425,card
9426,cards
9427,care
9428,cared
3830,career
3831,careers
9430,careful
9431,carefully
9432,careless
9436,carelessly
9433,carelessness
9438,carer
9439,carers
9434,cares
9435,caring
3832,carpet
3835,carpets
9441,carried
9444,carries
9440,carry
9445,carrying
9424,cars
9446,case
9447,cases
3836,cash
3840,cast
3843,casts
9448,cat
9451,catch
9452,catches
9453,catching
3852,categorize
9449,cats
9454,caught
9463,causation
9459,cause
9460,caused
9461,causes
9462,causing
3858,celebrate
3859,celebrated
3862,celebrates
3861,celebrating
3863,celebration
3864,celebrations
3865,celebratory
3866,cell
3867,cells
9465,cent
9468,center
9473,centered
9471,centers
9474,central
9486,centralisation
9482,centralise
9484,centralised
9483,centralises
9485,centralising
9491,centralization
9488,centralize
9487,centralized
9489,centralizes
9490,centralizing
9476,centrally
9467,centre
9472,centred
9479,centres
9466,cents
3869,centuries
3868,century
9492,certain
9493,certainly
9494,certainty
5057,cetera
3870,chain
3871,chains
9499,chair
9503,chairman
9504,chairmen
9500,chairs
1550,challenge
9505,chance
9506,chanced
9507,chances
9509,change
9513,changeable
9510,changed
9511,changes
9512,changing
9524,character
9532,characterise
9533,characterised
9534,characterises
9535,characterising
9525,characteristic
9526,characteristically
9527,characteristics
9530,characterization
9528,characterize
9529,characterized
9531,characterizes
9536,characterizing
9537,characters
9540,charge
9547,chargeable
9541,charged
9543,charges
9544,charging
3892,charities
3891,charity
3893,chase
3894,chased
3897,chaser
3898,chasers
3895,chases
3896,chasing
3899,chat
3902,chats
3901,chatted
3900,chatting
9549,cheap
9554,cheapen
9556,cheapened
9555,cheapening
9557,cheapens
9553,cheaper
9552,cheapest
9551,cheaply
9558,check
9561,checked
9560,checking
9559,checks
3904,cheer
3906,cheered
3907,cheering
3908,cheerless
3910,cheerlessly
3909,cheerlessness
3905,cheers
3911,cheery
3916,cheese
3917,cheeses
3921,cheque
3922,cheques
3923,chest
3924,chests
3927,chick
3925,chicken
3926,chickens
3928,chicks
3929,chief
3931,chiefly
3930,chiefs
9563,child
9566,childhood
9565,childish
9567,childless
9568,childlike
9564,children
3932,China
3933,Chinese
3937,chip
3939,chipped
3938,chips
3942,chocolate
3943,chocolates
9569,choice
9570,choices
9571,choose
9572,chooses
9573,choosing
9577,choosy
3947,chop
3949,chopped
3951,chopper
3952,choppers
3948,chopping
3950,chops
9574,chose
9575,chosen
9578,Christ
9582,christendom
9579,Christian
9581,Christianity
9580,Christians
9583,Christmas
9584,christmases
9585,church
9586,churches
3957,cigarette
3958,cigarettes
3959,circle
3960,circled
3961,circles
3962,circling
3963,circular
9588,cities
3966,citizen
3967,citizens
3968,citizenship
3969,citizenships
9587,city
3972,civilities
3971,civility
9589,claim
9590,claimed
9591,claiming
9592,claims
9596,class
9597,classed
9598,classes
9599,classing
9601,classlessness
13421,classroom
13422,classrooms
9608,clean
9609,cleaned
9610,cleaner
9611,cleaners
9612,cleanest
9613,cleaning
9617,cleanliness
9614,cleanly
9616,cleanness
9615,cleans
9620,clear
9621,cleared
9622,clearer
9623,clearest
9626,clearly
9628,clears
3979,clerk
3980,clerks
3982,clever
3986,cleverer
3985,cleverest
3984,cleverly
3983,cleverness
9632,client
9633,clients
3987,climb
3992,climbed
3991,climber
3990,climbers
3989,climbing
3988,climbs
9931,cllr
9634,clock
9635,clocks
9641,close
9647,closed
9642,closely
9643,closeness
9644,closer
9646,closes
9645,closest
9649,closing
9650,clothe
9652,clothed
9651,clothes
9653,clothing
3994,cloud
3996,clouded
3999,clouding
4000,cloudless
3998,clouds
3995,cloudy
9660,club
9663,clubs
4001,clue
4003,clueless
4002,clues
9750,co
4004,coach
4005,coached
4007,coaches
4006,coaching
4008,coal
4009,coals
4010,coast
4012,coastal
4011,coasts
4013,coat
4015,coated
4014,coats
9664,coffee
9665,coffees
9666,cold
9667,colder
9668,coldest
9669,coldly
9670,coldness
9671,colds
9675,collect
9678,collected
9677,collecting
9684,collection
9685,collections
9682,collector
9683,collectors
9676,collects
9692,college
9693,colleges
9696,color
9697,colored
9698,colorful
9699,colorfully
9700,coloring
9701,colorless
9702,colors
9695,colour
9703,coloured
9704,colourful
9705,colourfully
9706,colouring
9707,colourless
9708,colours
4027,combination
4028,combinations
4023,combine
4026,combined
4025,combines
4024,combining
9711,come
9713,comes
4035,comfort
4043,comfortable
4042,comfortably
4041,comforted
4040,comforting
4044,comfortingly
4039,comforts
9714,coming
4045,command
4046,commanded
4049,commander
4050,commanders
4047,commanding
4051,commandment
4052,commandments
4048,commands
4053,commerce
4054,commercial
4057,commercialisation
4058,commercialise
4059,commercialised
4061,commercialises
4060,commercialising
4067,commercialism
4066,commercialization
4062,commercialize
4063,commercialized
4065,commercializes
4064,commercializing
4056,commercially
4055,commercials
9730,committee
9731,committees
9737,common
9741,commonly
4085,communicator
4086,communicators
9749,companies
9748,company
9752,comparable
9753,comparably
9758,comparative
9762,comparatively
9751,compare
9756,compared
9757,compares
9761,comparing
9759,comparison
9760,comparisons
866,compensation
4094,compete
4097,competed
4096,competes
4095,competing
4105,competition
4106,competitions
4098,competitive
4099,competitively
4100,competitiveness
4101,competitor
4102,competitors
4107,complain
4110,complained
4109,complaining
4108,complains
4112,complaint
4111,complaints
9763,complete
9764,completed
9766,completely
9769,completes
9771,completing
9767,completion
4116,complexes
4119,complicate
4120,complicated
4121,complicates
4124,complicating
4122,complication
4123,complications
9783,computerise
9782,computerize
4131,concentrations
4134,conceptions
4138,conceptualisations
4143,conceptualization
4144,conceptualizations
4145,conceptualize
4146,conceptualized
4147,conceptualizes
4148,conceptualizing
9794,concern
9795,concerned
9796,concerning
9797,concerns
537,conclusion
9799,condition
9800,conditional
9801,conditionally
9805,conditioned
9803,conditions
4152,confidence
4153,confidences
4154,confident
4155,confidently
4166,confuse
4170,confused
4169,confuses
4167,confusing
4168,confusingly
4171,confusion
4172,connect
4173,connected
4174,connecting
4176,connection
4177,connections
4175,connects
4178,connexion
4179,connexions
4192,conscious
4197,consciously
4193,consciousness
4198,conservative
4199,conservatively
4200,conservatives
9818,consider
9819,consideration
9820,considerations
9821,considered
9823,considering
9824,considers
4215,constancies
4224,consumerism
4227,contain
4228,contained
4229,container
4230,containers
4231,containing
4232,contains
4234,content
4235,contented
4239,contentedly
4237,contentment
4238,contents
9848,continual
9849,continually
9857,continuation
9847,continue
9851,continued
9853,continues
9854,continuing
9852,continuity
9855,continuous
9856,continuously
896,contribution
896,contribution
9865,control
9873,controllable
9866,controlled
9869,controlling
9870,controls
9880,conversation
9881,conversations
9877,conversed
9876,converses
9878,conversing
9886,cook
9891,cooked
9888,cooking
9887,cooks
4269,cool
4277,cooled
4275,cooler
4276,coolers
4274,coolest
4273,cooling
4272,coolly
4271,coolness
4270,cools
4281,cope
4282,coped
4284,copes
9898,copied
9899,copier
9900,copiers
9897,copies
4283,coping
9895,copy
9896,copying
9903,corner
9904,corners
4289,corp
9907,correct
9911,corrected
9910,correcting
9913,correction
9914,corrections
9915,corrective
9909,correctly
9908,corrects
9919,cost
9924,costly
9923,costs
4293,cottage
4294,cottages
4298,cough
4300,coughed
4301,coughing
4299,coughs
9926,could
9927,couldn(|)t
9928,council
9929,councillor
9930,councillors
9933,councilor
9934,councils
9935,count
9936,counted
4302,counter
4303,countered
4304,counters
9946,counties
9938,counting
9939,countless
9944,countries
9943,country
4306,countryside
9940,counts
9945,county
9952,course
9953,courses
9954,court
9955,courts
9959,cover
9963,coverage
9960,covered
9961,covering
9964,covers
4307,cow
4308,cows
4309,crack
4312,cracked
4311,cracking
4310,cracks
4318,cream
4323,creamier
4324,creamiest
4325,creaminess
4319,creams
4322,creamy
4365,cried
4366,cries
4333,crime
4334,crimes
4335,criminal
4337,criminally
4336,criminals
4340,crises
4339,crisis
4341,crisp
4342,crisped
4346,crispier
4347,crispiest
4348,crispiness
4343,crisping
4349,crisply
4344,crisps
4345,crispy
4352,criterion
4353,critic
4356,critical
4355,critically
4354,critics
9985,cross
9986,crossed
9987,crosses
9988,crossing
9990,crossly
4359,crowd
4360,crowded
4362,crowding
4363,crowds
4364,cry
4367,crying
9992,cup
4376,cupboard
4377,cupboards
9993,cups
9997,current
9999,currently
9998,currents
4378,curtain
4379,curtains
4382,customer
4383,customers
10000,cut
10001,cuts
10002,cutting
4390,cyclist
4391,cyclists
10008,dad
10010,dads
10028,daily
4394,damage
4397,damaged
4396,damages
4395,damaging
4399,damn
4408,dance
4409,danced
4410,dancer
4411,dancers
4412,dances
4413,dancing
10011,danger
10012,dangerous
10013,dangerously
10014,dangers
4414,dare
4415,dared
4416,dares
4417,daring
4418,dark
4422,darken
4424,darkened
4426,darkener
4427,darkeners
4425,darkening
4423,darkens
4419,darker
4420,darkest
4428,darkly
4421,darkness
122,data
10021,date
10023,dated
10022,dates
10025,dating
4430,datum
4431,daughter
4432,daughters
10027,day
10029,daylight
10030,days
10034,dead
10035,deaden
10036,deadened
10037,deadening
10038,deadens
10039,deadly
10040,deal
10045,dealing
10046,dealings
10047,deals
10048,dealt
10050,dear
10051,dearer
10052,dearest
10053,dearly
10054,dears
4433,death
4434,deathly
4435,deaths
4438,debt
4440,debtor
4441,debtors
4439,debts
4442,decent
4445,decently
10060,decide
10061,decided
10062,decidedly
10063,decides
10064,deciding
10068,decision
10069,decisions
4447,declaration
4448,declarations
4446,declare
4449,declared
4451,declares
4452,declaring
4453,decorate
4456,decorated
4458,decorates
4459,decorating
4454,decoration
4455,decorations
4460,decorative
4461,decoratively
4462,decorator
4463,decorators
10070,deep
10071,deepen
10073,deepened
10079,deepening
10072,deepens
10074,deeper
10075,deepest
10076,deeply
4470,defence
4476,defenceless
4477,defencelessly
4471,defences
4482,defend
4487,defended
4486,defender
4485,defenders
4484,defending
4483,defends
4472,defense
4473,defenses
4478,defensible
4481,defensibly
4474,defensive
4475,defensively
128,definition
10083,definitively
10088,deg
10086,degree
10087,degrees
4507,delay
4510,delayed
4509,delaying
4508,delays
4511,delegate
4513,delegated
4512,delegates
4514,delegating
4515,delegation
4516,delegations
4517,delight
4522,delighted
4523,delightedly
4521,delightful
4520,delightfully
4519,delighting
4518,delights
4524,deliver
4525,delivered
4526,deliveries
4527,delivering
4528,delivers
4530,delivery
4531,demand
4532,demanded
4533,demanding
4534,demands
4566,demo
4536,democrat
4546,democratic
4549,democratically
4550,democratisation
4552,democratization
4537,democrats
4567,demos
2245,deny
10089,department
10091,departmental
10092,departmentally
10090,departments
10095,depend
10103,dependable
10105,dependably
10099,dependant
10100,dependants
10097,depended
10101,dependent
10102,dependents
10098,depending
10096,depends
4585,depressingly
4582,depressions
4583,depressive
4584,depressives
10093,dept
10077,depth
10078,depths
10094,depts
4589,deputies
4588,deputy
10106,describe
10107,described
10108,describes
10111,describing
10112,description
10113,descriptions
10114,descriptive
4592,desirability
4593,desirable
4590,desire
4591,desired
4594,desires
4595,desiring
4597,desirous
4598,desk
4599,desks
4600,desperate
4602,desperately
4601,desperation
4604,destroy
4605,destroyed
4610,destroyer
4611,destroyers
4606,destroying
4607,destroys
4608,destruction
4609,destructive
10121,detail
10122,detailed
10123,detailing
10124,details
4633,determinant
4634,determinants
4624,determination
4625,determinations
4623,determine
4626,determined
4628,determinedly
4631,determines
4632,determining
10125,develop
10126,developed
10127,developer
10128,developers
10129,developing
10130,development
10132,developmental
10133,developmentally
10131,developments
10134,develops
4642,diagram
4646,diagrammatic
4647,diagrammatically
4644,diagrammed
4645,diagramming
4643,diagrams
4649,diaries
4648,diary
4653,dictionaries
4652,dictionary
10191,did
10192,didn(|)t
10144,die
10145,died
10146,dies
4654,diet
4655,dietary
4656,dieted
4661,dietician
4662,dieticians
4657,dieting
4658,diets
10149,difference
10150,differences
10151,different
10152,differently
10153,difficult
10154,difficulties
10155,difficulty
4663,dig
4664,digger
4665,diggers
4666,digging
4667,digs
10156,dinner
10157,dinners
10158,direct
10159,directed
10161,directing
4670,direction
4671,directional
4672,directions
10162,directly
10163,director
4674,directories
10164,directors
4673,directory
10167,directs
4678,dirt
4676,dirtier
4677,dirtiest
4675,dirty
4681,disabilities
4680,disability
4682,disable
4679,disabled
4684,disables
4683,disabling
3192,disadvantage
3196,disadvantaged
3198,disadvantageous
3199,disadvantageously
3193,disadvantages
8855,disagree
8856,disagreeable
8853,disagreeably
8857,disagreed
8858,disagreeing
8859,disagreement
8854,disagreements
8860,disagrees
4685,disappear
4686,disappearance
4687,disappearances
4688,disappeared
4689,disappearing
4690,disappears
4691,disappoint
4695,disappointed
4693,disappointing
4694,disappointingly
4696,disappointment
4697,disappointments
4692,disappoints
4698,disaster
4699,disasters
4700,disastrous
4701,disastrously
9194,disbelief
4038,discomfort
4702,discount
4703,discounted
4704,discounting
4705,discounts
4707,discover
4708,discovered
4713,discoverer
4714,discoverers
4709,discoveries
4710,discovering
4711,discovers
4712,discovery
10172,discuss
10175,discussed
10174,discusses
10173,discussing
10177,discussion
10178,discussions
4722,disease
4724,diseased
4723,diseases
4725,disgust
4726,disgusted
4728,disgusting
4729,disgustingly
4727,disgusts
4730,dish
4732,dished
4731,dishes
4733,dishing
11365,dishonest
11367,dishonestly
11366,dishonesty
5973,disjointed
11854,dislike
11856,disliked
11855,dislikes
11857,disliking
12513,disorganised
12514,disorganized
6852,displeasure
13269,disregard
13270,disregarded
13271,disregarding
13272,disregards
4739,distance
4743,distanced
4740,distances
4744,distancing
4741,distant
4742,distantly
589,distinction
589,distinction
4753,distinctiveness
4754,distinctivenesses
4765,distributable
4756,distributes
10179,district
10180,districts
10181,divide
10182,divided
10188,divider
10189,dividers
10183,divides
10184,dividing
10186,division
10187,divisions
10190,do
4772,dock
4773,docked
4775,docks
10201,doctor
10206,doctoral
10202,doctors
10193,does
10194,doesn(|)t
10213,dog
10214,dogs
10195,doing
4778,dollar
4779,dollars
10197,don(|)t
10198,done
10217,door
10218,doors
4785,dot
4788,dots
4786,dotted
10223,double
10224,doubled
10225,doubles
10226,doubling
10227,doubly
10232,doubt
10233,doubted
10234,doubtful
10235,doubtfully
10238,doubting
10239,doubtless
10242,doubts
10243,down
14014,downstairs
10248,downward
10249,downwards
4789,dozen
4790,dozens
10203,Dr
4799,drag
4802,dragged
4801,dragging
4800,drags
10274,drank
10250,draw
4821,drawer
4822,drawers
10251,drawing
10252,drawings
10253,drawn
10255,draws
4823,dream
4824,dreamed
4826,dreamer
4827,dreamers
4832,dreamily
4828,dreaming
4829,dreams
4830,dreamt
4831,dreamy
10262,dress
10263,dressed
10264,dresses
10265,dressing
10256,drew
10295,dried
10303,drier
10304,driers
10296,dries
10297,driest
10301,drily
10270,drink
10277,drinking
10271,drinks
10278,drive
10279,driven
10281,driver
10282,drivers
10283,drives
10284,driveway
10285,driving
10287,drop
10292,droplet
10293,droplets
10288,dropped
10289,dropping
10291,drops
10286,drove
4833,drug
4836,drugs
10275,drunk
10294,dry
10298,dryer
10299,drying
10300,dryly
10302,dryness
4837,duck
4840,ducked
4839,ducking
4841,duckling
4842,ducklings
4838,ducks
10305,due
10309,dues
4668,dug
10306,duly
4843,dump
4844,dumped
4845,dumping
4846,dumps
10310,during
4847,dust
4854,dusted
4855,dusting
4849,dustless
4848,dusts
4850,dusty
4859,duties
4860,dutiful
4861,dutifully
4858,duty
10147,dying
10312,each
4863,ear
10314,earlier
10315,earliest
10313,early
4865,earn
4868,earned
4871,earner
4872,earners
4867,earning
4870,earnings
4866,earns
4864,ears
4873,earth
10323,easier
10324,easiest
10325,easily
10326,easiness
10317,east
4879,easter
10320,easterly
10318,eastward
10319,eastwards
10322,easy
10327,eat
10329,eaten
10331,eating
10332,eats
10346,economise
10348,economised
10347,economises
10349,economising
10350,economize
10352,economized
10351,economizes
10353,economizing
4895,ed
4880,edge
4881,edged
4882,edges
4883,edging
4896,eds
10354,educate
10357,educated
10356,educates
10355,educating
10363,education
10366,educational
10367,educationally
10360,educator
10361,educators
10370,effect
10371,effected
10372,effecting
10373,effective
10374,effectively
10375,effectiveness
10376,effects
4901,efficiencies
4900,efficiency
4899,efficient
4904,efficiently
4907,effort
4909,effortless
4910,effortlessly
