at,Preposition or Noun
ate,Verb (usu participle)
attack,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun
attacked,Unknown
attacker,Noun
attackers,Unknown
attacking,Unknown
attacks,Unknown
attempt,Verb (transitive) or Noun
attempted,Unknown
attempting,Unknown
attempts,Unknown
attend,Verb (usu participle) or Verb (transitive) or Verb (intransitive)
attendance,Noun
attendant,Noun or Adjective
attendants,Unknown
attended,Unknown
attending,Adjective
attends,Unknown
attention,Noun or Interjection
attentions,Unknown
attract,Verb (usu participle)
attracted,Unknown
attracting,Unknown
attraction,Noun
attractions,Unknown
attractive,Adjective
attractively,Adverb
attractiveness,Noun
attracts,Unknown
audience,Noun
audiences,Unknown
aunt,Noun
auntie,Noun
aunties,Plural Noun
aunts,Unknown
aunty,Noun
Australia,Noun
Australian,Noun or Adjective
Australians,Unknown
authoritatively,Adverb
authoritativeness,Noun
average,Noun or Adjective or Verb (transitive) or Verb (intransitive)
averaged,Verb (usu participle)
averages,Unknown
averaging,Verb (usu participle)
avoid,Verb (transitive)
avoidable,Adjective
avoidance,Noun
avoided,Unknown
avoiding,Unknown
avoids,Unknown
award,Verb (transitive) or Noun
awarded,Unknown
awarding,Unknown
awards,Unknown
away,Adverb or Adjective or Noun or Interjection
awful,Adjective or Adverb
awfully,Adverb
awkward,Adjective
awkwardly,Adverb
awkwardness,Noun
babies,Unknown
baby,Noun or Adjective or Verb (usu participle)
back,Noun or Adjective or Adverb
backbone,Noun
backed,Adjective
background,Noun
backgrounded,Unknown
backgrounding,Unknown
backgrounds,Unknown
backing,Noun
backs,Unknown
backward,Adjective or Adverb
backwards,Adverb
bad,Adjective or Noun or Adverb or Verb (usu participle)
badly,Adverb
bag,Noun or Verb (usu participle)
baggage,Noun
bags,Plural Noun or Interjection
bake,Verb (transitive) or Verb (intransitive) or Noun
baked,Verb (usu participle)
baker,Noun
bakeries,Plural Noun
bakers,Unknown
bakery,Noun
bakes,Unknown
baking,Noun or Verb (usu participle)
balance,Noun or Verb (intransitive) or Verb (transitive)
balanced,Verb (usu participle)
balances,Unknown
balancing,Verb (usu participle)
ball,Noun or Verb (transitive) or Verb (usu participle)
balls,Plural Noun or Interjection
band,Noun or Verb (usu participle) or Verb (transitive)
banded,Adjective
banding,Noun
bands,Unknown
bang,Noun or Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Adverb
banged,Unknown
banging,Unknown
bangs,Unknown
bank,Noun or Verb (transitive) or Verb (intransitive) or Verb (usu participle)
banked,Unknown
banker,Noun
bankers,Unknown
banking,Noun
banks,Unknown
bar,Noun or Adjective or Verb (usu participle) or Verb (transitive) or Preposition or Interjection
barred,Adjective or Noun or Verb (usu participle)
bars,Unknown
base,Noun or Verb (transitive) or Adjective
based,Verb (usu participle)
baseless,Adjective
bases,Noun
basic,Adjective or Noun
basically,Adverb
basics,Unknown
basing,Verb (usu participle)
basis,Noun
bath,Noun or Verb (usu participle)
bathroom,Noun
bathrooms,Unknown
baths,Plural Noun
batteries,Plural Noun
battery,Noun
battle,Noun or Verb (intransitive)
battled,Adjective
battles,Unknown
battling,Verb (usu participle) or Verb (transitive)
be,Verb (usu participle) or Verb (intransitive)
bean,Noun or Verb (usu participle) or Verb (transitive)
beans,Unknown
bear,Verb (usu participle) or Verb (intransitive) or Noun
bearable,Adjective
bearing,Noun
bears,Unknown
beat,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
beaten,Adjective
beating,Noun
beatings,Unknown
beats,Unknown
beauties,Plural Noun
beautiful,Adjective
beautifully,Adverb
beauty,Noun or Interjection
became,Verb (usu participle)
because,Conjunction
become,Verb (usu participle)
becomes,Unknown
becoming,Adjective or Noun
bed,Noun or Verb (usu participle)
bedroom,Noun
bedrooms,Unknown
beds,Unknown
been,Verb (usu participle)
beer,Noun
beers,Unknown
before,Conjunction or Preposition or Adverb
beg,Verb (usu participle) or Verb (intransitive) or Noun
began,Verb (usu participle)
beggar,Noun or Verb (transitive)
beggars,Unknown
begged,Verb (usu participle)
begging,Verb (usu participle)
begin,Verb (usu participle)
beginner,Noun
beginners,Unknown
beginning,Noun
beginnings,Unknown
begins,Unknown
begs,Unknown
begun,Verb (usu participle)
behavior,Noun
behavioral,Adjective
behaviors,Unknown
behaviour,Noun
behavioural,Unknown
behaviours,Unknown
behind,Preposition or Adverb or Noun
being,Noun
believable,Adjective
believe,Verb (transitive) or Verb (intransitive)
believed,Verb (usu participle)
believer,Noun
believers,Unknown
believes,Unknown
believing,Verb (usu participle)
bell,Noun or Verb (usu participle) or Verb (transitive)
bells,Unknown
belong,Verb (intransitive)
belonged,Unknown
belonging,Noun
belongings,Plural Noun
belongs,Unknown
below,Preposition or Adverb
belt,Noun or Verb (transitive) or Verb (intransitive)
belted,Adjective
belting,Noun
belts,Unknown
bend,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun
bendable,Adjective
bending,Unknown
bends,Plural Noun
beneficially,Adverb
benefitted,Unknown
benefitting,Unknown
bent,Adjective or Noun
beside,Preposition or Adverb
besides,Preposition or Adverb
best,Adjective or Adverb or Noun or Verb (transitive)
bet,Noun or Verb (usu participle)
bets,Unknown
better,Adjective or Adverb or Noun or Verb (usu participle) or Verb (transitive)
betting,Verb (usu participle)
between,Preposition or Adverb
beyond,Preposition or Adverb or Noun
bicyclist,Noun
bicyclists,Unknown
bid,Verb (usu participle) or Noun
bidder,Unknown
bidders,Unknown
bidding,Noun
bids,Unknown
big,Adjective or Adverb
bigger,Adjective
biggest,Adjective
bike,Noun or Verb (usu participle)
biker,Unknown
bikers,Unknown
bikes,Unknown
biking,Verb (usu participle)
bill,Noun or Verb (transitive) or Verb (intransitive)
bills,Unknown
bin,Noun or Verb (usu participle)
bind,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
binder,Noun
binders,Unknown
binding,Noun or Adjective
binds,Unknown
bins,Unknown
bird,Noun
birds,Unknown
birth,Noun or Verb (transitive)
birthday,Noun
birthdays,Unknown
births,Unknown
biscuit,Noun
biscuits,Unknown
bit,Noun or Verb (usu participle) or Verb (transitive)
bite,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
bites,Unknown
biting,Adjective
bits,Unknown
bitten,Verb (usu participle)
black,Adjective or Noun or Verb (usu participle) or Verb (transitive)
blacken,Verb (usu participle) or Verb (transitive)
blackened,Unknown
blackening,Unknown
blackens,Unknown
blacker,Unknown
blackest,Unknown
blackly,Adverb
blackness,Noun
blame,Noun or Verb (transitive)
blamed,Adjective or Adverb
blameless,Adjective
blamelessly,Adverb
blames,Unknown
blaming,Verb (usu participle)
blank,Adjective or Noun or Verb (transitive)
bled,Unknown
bleed,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
bleeding,Adjective or Adverb
bleeds,Unknown
bless,Verb (usu participle)
blessed,Adjective or Noun
blesses,Unknown
blessing,Noun
blessings,Unknown
blew,Verb (usu participle)
blind,Adjective or Adverb or Verb (usu participle) or Verb (intransitive) or Noun
blinded,Unknown
blinding,Noun
blindly,Adverb
blindness,Noun
blinds,Unknown
block,Noun or Verb (usu participle) or Verb (intransitive)
blockage,Noun
blockages,Unknown
blocked,Adjective
blocking,Unknown
blocks,Unknown
blood,Noun or Verb (transitive)
bloom,Noun or Verb (intransitive) or Verb (transitive)
bloomed,Adjective
bloomer,Noun
bloomers,Plural Noun
blooming,Adverb or Adjective
blooms,Unknown
blow,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
blowing,Noun or Verb (usu participle)
blown,Verb (usu participle)
blows,Unknown
blue,Noun or Adjective
board,Noun or Verb (usu participle) or Verb (transitive) or Verb (intransitive)
boards,Unknown
boat,Noun or Verb (intransitive) or Verb (transitive)
boatman,Noun
boatmen,Plural Noun
boats,Unknown
bodied,Noun or Verb (usu participle) or Verb (transitive)
bodies,Plural Noun or Verb (usu participle)
bodily,Adjective or Adverb
body,Noun or Verb (usu participle) or Verb (transitive)
boil,Verb (usu participle) or Verb (intransitive) or Noun
boiled,Adjective
boiler,Noun
boilers,Unknown
boiling,Adjective or Adverb
boils,Unknown
bomb,Adjective or Noun or Verb (usu participle) or Verb (intransitive)
bombed,Unknown
bomber,Noun
bombers,Unknown
bombing,Unknown
bombings,Unknown
bombs,Unknown
bone,Noun or Verb (usu participle)
bones,Unknown
bonus,Noun
bonuses,Plural Noun
book,Noun or Verb (usu participle) or Verb (transitive)
booked,Unknown
booking,Noun
bookings,Unknown
booklet,Noun
booklets,Unknown
books,Unknown
boot,Noun or Verb (transitive) or Verb (usu participle)
boots,Noun
bore,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
bored,Verb (usu participle)
boredom,Noun
bores,Unknown
boring,Noun or Adjective
boringly,Unknown
born,Verb (usu participle)
borrow,Verb (usu participle) or Verb (intransitive) or Noun
borrowed,Unknown
borrower,Noun
borrowers,Unknown
borrows,Unknown
boss,Noun or Verb (usu participle) or Adjective or Verb (transitive)
bosses,Unknown
bossy,Adjective
both,Definite Article or Conjunction
bother,Verb (transitive) or Noun or Interjection
bothered,Unknown
bothering,Unknown
bothers,Unknown
bottle,Noun or Verb (transitive)
bottles,Unknown
bottom,Noun or Adjective or Verb (transitive) or Verb (intransitive)
bottoms,Unknown
bought,Verb (usu participle) or Adjective
bound,Verb (usu participle) or Adjective or Noun or Verb (transitive)
boundaries,Plural Noun
boundary,Noun
bowl,Noun or Verb (usu participle) or Verb (intransitive) or Verb (transitive)
box,Noun or Verb (transitive) or Verb (intransitive)
boxes,Unknown
boy,Noun or Interjection
boys,Unknown
bracket,Noun or Verb (transitive)
brackets,Unknown
brain,Noun or Verb (transitive)
brains,Unknown
brainy,Adjective
branch,Noun or Verb (intransitive)
branched,Unknown
branches,Unknown
branching,Noun
bread,Noun or Verb (transitive)
break,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun or Interjection
breakfast,Noun or Verb (usu participle)
breakfasts,Unknown
breaking,Noun
breaks,Unknown
brick,Noun or Verb (transitive)
bricks,Unknown
bridge,Noun or Verb (usu participle) or Verb (transitive)
bridged,Verb (usu participle)
bridges,Unknown
bridging,Noun
bright,Adjective or Noun or Adverb
brighten,Verb (usu participle)
brightened,Unknown
brightening,Unknown
brightens,Unknown
brighter,Unknown
brightest,Unknown
brightly,Adverb
brightness,Noun
brilliant,Adjective or Noun
brilliantly,Adverb
bring,Verb (usu participle)
bringing,Verb (transitive)
brings,Unknown
Britain,Noun
British,Adjective or Noun
broad,Adjective or Noun or Adverb
broaden,Verb (usu participle)
broadened,Unknown
broadening,Unknown
broadens,Unknown
broader,Unknown
broadest,Unknown
broadly,Adverb
brochure,Noun
brochures,Unknown
broke,Verb (usu participle) or Adjective
broken,Verb (usu participle) or Adjective
brother,Noun or Interjection
brotherly,Adjective or Adverb
brothers,Unknown
brought,Verb (usu participle)
brown,Noun or Adjective or Verb (usu participle)
brush,Noun or Verb (transitive) or Verb (intransitive)
brushed,Adjective
brushes,Unknown
brushing,Unknown
budget,Noun or Verb (transitive) or Verb (intransitive)
budgetary,Adjective
budgeted,Verb (usu participle)
budgeting,Verb (usu participle)
budgets,Unknown
build,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun
builder,Noun
builders,Unknown
building,Noun
buildings,Unknown
builds,Unknown
built,Verb (usu participle)
burn,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
burned,Adjective
burning,Adjective or Noun
burns,Unknown
burnt,Verb (usu participle) or Adjective
bus,Noun or Verb (usu participle)
buses,Plural Noun
busiest,Adjective
busily,Adverb
business,Noun
businesses,Unknown
businesslike,Adjective
businessman,Noun
businessmen,Plural Noun
businesswoman,Noun
businesswomen,Plural Noun
busses,Noun or Plural Noun
busy,Adjective or Verb (usu participle)
but,Conjunction or Preposition or Adverb or Noun
butter,Noun or Verb (transitive)
buttered,Unknown
button,Noun or Verb (usu participle) or Verb (transitive)
buttoned,Unknown
buttoning,Unknown
buttons,Noun
buy,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun
buyer,Noun
buyers,Unknown
buying,Verb (usu participle)
buys,Unknown
by,Preposition or Adverb or Noun
bye,Noun
cabinet,Noun
cabinets,Unknown
cake,Noun or Verb (transitive)
cakes,Unknown
calculate,Verb (usu participle) or Verb (transitive) or Verb (intransitive)
calculated,Adjective
calculates,Unknown
calculating,Adjective
calculation,Noun
calculations,Unknown
calculator,Noun
calculators,Unknown
call,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
called,Unknown
caller,Noun or Adjective
callers,Unknown
calling,Noun
calls,Unknown
calm,Adjective or Noun or Verb (usu participle)
calmed,Unknown
calmer,Unknown
calmest,Unknown
calming,Unknown
calmly,Adverb
calmness,Noun
calms,Unknown
came,Verb (usu participle) or Noun
camera,Noun
cameras,Unknown
camp,Noun or Verb (intransitive) or Verb (transitive) or Adjective
campaign,Noun or Verb (intransitive)
campaigned,Unknown
campaigning,Unknown
campaigns,Unknown
camped,Unknown
camper,Noun
campers,Unknown
camping,Unknown
camps,Unknown
can,Verb (usu participle) or Noun
can(|)t,Unknown
cancel,Verb (usu participle) or Noun
cancellation,Noun
cancellations,Unknown
cancelled,Verb (usu participle)
cancelling,Verb (usu participle)
cancels,Unknown
candidate,Noun
candidates,Unknown
cannot,Verb (usu participle)
capital,Noun or Adjective
capitals,Unknown
car,Noun
card,Noun or Verb (transitive)
cards,Noun
care,Verb (usu participle) or Verb (intransitive) or Verb (transitive) or Noun
cared,Verb (usu participle)
career,Noun or Verb (intransitive)
careers,Unknown
careful,Adjective
carefully,Adverb
careless,Adjective
carelessly,Adverb
carelessness,Noun
carer,Noun
carers,Unknown
cares,Unknown
caring,Verb (usu participle)
carpet,Noun or Verb (transitive)
carpets,Unknown
carried,Verb (usu participle)
carries,Verb (usu participle)
carry,Verb (usu participle) or Verb (intransitive) or Noun
carrying,Verb (usu participle)
cars,Unknown
case,Noun or Verb (transitive)
cases,Unknown
cash,Noun or Verb (transitive)
cast,Verb (usu participle) or Verb (intransitive) or Noun
casts,Unknown
cat,Noun or Verb (usu participle)
catch,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
catches,Unknown
catching,Adjective
categorize,Verb (transitive)
cats,Unknown
caught,Verb (usu participle)
causation,Noun
cause,Noun or Verb (transitive)
caused,Verb (usu participle)
causes,Unknown
causing,Verb (usu participle)
celebrate,Verb (usu participle) or Verb (transitive)
celebrated,Adjective
celebrates,Unknown
celebrating,Verb (usu participle)
celebration,Noun
celebrations,Unknown
celebratory,Adjective
cell,Noun
cells,Unknown
cent,Noun
center,Noun or Verb (usu participle)
centered,Adjective
centers,Unknown
central,Adjective
centralisation,Noun
centralise,Verb (transitive)
centralised,Verb (transitive)
centralises,Unknown
centralising,Verb (transitive)
centralization,Noun
centralize,Verb (usu participle)
centralized,Verb (usu participle)
centralizes,Unknown
centralizing,Verb (usu participle)
centrally,Adverb
centre,Noun or Verb (usu participle) or Verb (transitive) or Verb (intransitive)
centred,Verb (usu participle)
centres,Unknown
cents,Unknown
centuries,Plural Noun
century,Noun
certain,Adverb or Definite Article
certainly,Adverb
certainty,Noun
cetera,Unknown
chain,Noun or Verb (usu participle) or Verb (transitive)
chains,Unknown
chair,Noun or Verb (transitive)
chairman,Noun
chairmen,Unknown
chairs,Unknown
challenge,Verb (usu participle) or Verb (intransitive) or Noun
chance,Noun or Verb (transitive)
chanced,Noun or Verb (usu participle)
chances,Unknown
change,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
changeable,Adjective
changed,Verb (usu participle)
changes,Unknown
changing,Verb (usu participle)
character,Noun or Verb (transitive)
characterise,Verb (transitive)
characterised,Verb (transitive)
characterises,Unknown
characterising,Verb (transitive)
characteristic,Noun or Adjective
characteristically,Adverb
characteristics,Unknown
characterization,Noun
characterize,Verb (transitive)
characterized,Verb (transitive)
characterizes,Unknown
characterizing,Verb (transitive)
characters,Unknown
charge,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
chargeable,Adjective
charged,Adjective or Verb (usu participle)
charges,Unknown
charging,Verb (usu participle)
charities,Plural Noun
charity,Noun
chase,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
chased,Verb (usu participle) or Verb (transitive)
chaser,Noun
chasers,Unknown
chases,Unknown
chasing,Noun or Verb (usu participle) or Verb (transitive)
chat,Noun or Verb (usu participle)
chats,Unknown
chatted,Verb (usu participle)
chatting,Verb (usu participle)
cheap,Adjective or Noun or Adverb
cheapen,Verb (usu participle)
cheapened,Unknown
cheapening,Unknown
cheapens,Unknown
cheaper,Unknown
cheapest,Unknown
cheaply,Adverb
check,Verb (usu participle) or Verb (intransitive) or Noun or Interjection or Verb (transitive)
checked,Adjective
checking,Unknown
checks,Unknown
cheer,Verb (usu participle) or Noun
cheered,Unknown
cheering,Unknown
cheerless,Adjective
cheerlessly,Adverb
cheerlessness,Noun
cheers,Interjection
cheery,Adjective
cheese,Noun or Verb (usu participle) or Verb (transitive)
cheeses,Unknown
cheque,Noun
cheques,Unknown
chest,Noun
chests,Unknown
chick,Noun
chicken,Noun or Adjective
chickens,Unknown
chicks,Unknown
chief,Noun or Adjective or Adverb
chiefly,Adverb or Adjective
chiefs,Unknown
child,Noun
childhood,Noun
childish,Adjective
childless,Adjective
childlike,Adjective
children,Noun
China,Noun
Chinese,Adjective or Noun
chip,Noun or Verb (usu participle)
chipped,Verb (usu participle)
chips,Unknown
chocolate,Noun
chocolates,Unknown
choice,Noun or Adjective
choices,Unknown
choose,Verb (usu participle) or Verb (transitive) or Verb (intransitive)
chooses,Unknown
choosing,Unknown
choosy,Adjective
chop,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Noun
chopped,Verb (usu participle)
chopper,Noun
choppers,Plural Noun
chopping,Adjective or Verb (usu participle)
chops,Plural Noun
chose,Verb (usu participle) or Noun
chosen,Verb (usu participle) or Adjective
Christ,Noun or Interjection
christendom,Unknown
Christian,Noun or Adjective or Adverb
Christianity,Noun
Christians,Unknown
Christmas,Noun
christmases,Unknown
church,Noun or Verb (transitive)
churches,Unknown
cigarette,Noun
cigarettes,Unknown
circle,Noun
circled,Verb (usu participle)
circles,Unknown
circling,Verb (usu participle)
circular,Adjective or Noun
cities,Plural Noun
citizen,Noun
citizens,Unknown
citizenship,Noun
citizenships,Unknown
city,Noun
civilities,Plural Noun
civility,Noun
claim,Verb (usu participle) or Noun
claimed,Unknown
claiming,Unknown
claims,Unknown
class,Noun or Verb (usu participle)
classed,Unknown
classes,Plural Noun
classing,Unknown
classlessness,Unknown
classroom,Noun
classrooms,Unknown
clean,Adjective or Verb (usu participle) or Verb (transitive) or Adverb or Noun
cleaned,Unknown
cleaner,Noun
cleaners,Unknown
cleanest,Unknown
cleaning,Noun
cleanliness,Noun
cleanly,Adverb or Adjective
cleanness,Noun
cleans,Unknown
clear,Adjective or Verb (transitive) or Verb (intransitive) or Adverb or Noun or Verb (usu participle)
cleared,Unknown
clearer,Noun
clearest,Unknown
clearly,Adverb
clears,Unknown
clerk,Noun or Verb (intransitive)
clerks,Unknown
clever,Adjective
cleverer,Unknown
cleverest,Unknown
cleverly,Adverb
cleverness,Noun
client,Noun
clients,Unknown
climb,Verb (usu participle) or Noun
climbed,Verb (usu participle)
climber,Noun
climbers,Unknown
climbing,Unknown
climbs,Unknown
cllr,Unknown
clock,Noun or Verb (transitive)
clocks,Unknown
close,Verb (usu participle) or Verb (transitive) or Verb (intransitive) or Adjective or Adverb or Noun
closed,Adjective
